symbol,sector,signal_time,threshold,strategy,N,mean_bps,WR,Sharpe,t_stat
6526.T,半導体・電子部品,10:00,50,Trend,135,-4.865,48.15,-0.403,-0.295
6526.T,半導体・電子部品,10:00,50,Reversion,135,-3.135,49.63,-0.26,-0.19
6526.T,半導体・電子部品,11:00,20,Trend,226,-21.613,44.69,-2.111,-1.999
6526.T,半導体・電子部品,11:00,20,Reversion,226,13.613,54.42,1.33,1.259
6526.T,半導体・電子部品,11:00,30,Trend,200,-25.714,44.5,-2.506,-2.233
6526.T,半導体・電子部品,11:00,30,Reversion,200,17.714,54.5,1.727,1.538
6526.T,半導体・電子部品,11:00,50,Trend,158,-34.583,43.04,-3.227,-2.555
6526.T,半導体・電子部品,11:00,50,Reversion,158,26.583,55.7,2.48,1.964
6590.T,半導体・電子部品,09:30,20,Trend,215,-4.01,46.51,-0.217,-0.2
6590.T,半導体・電子部品,09:30,20,Reversion,215,-3.99,52.09,-0.216,-0.199
6590.T,半導体・電子部品,09:30,30,Trend,194,1.714,47.42,0.091,0.08
6590.T,半導体・電子部品,09:30,30,Reversion,194,-9.714,51.55,-0.515,-0.452
6590.T,半導体・電子部品,09:30,50,Trend,150,-11.553,46.67,-0.605,-0.467
6590.T,半導体・電子部品,09:30,50,Reversion,150,3.553,52.0,0.186,0.144
6590.T,半導体・電子部品,10:00,20,Trend,225,5.606,47.56,0.314,0.297
6590.T,半導体・電子部品,10:00,20,Reversion,225,-13.606,48.0,-0.762,-0.72
6590.T,半導体・電子部品,10:00,30,Trend,196,0.239,46.94,0.013,0.011
6590.T,半導体・電子部品,10:00,30,Reversion,196,-8.239,48.47,-0.446,-0.394
6590.T,半導体・電子部品,10:00,50,Trend,160,-1.991,47.5,-0.103,-0.082
6590.T,半導体・電子部品,10:00,50,Reversion,160,-6.009,48.75,-0.311,-0.248
6590.T,半導体・電子部品,11:00,20,Trend,204,-21.999,45.1,-1.331,-1.198
6590.T,半導体・電子部品,11:00,20,Reversion,204,13.999,52.45,0.847,0.762
6590.T,半導体・電子部品,11:00,30,Trend,190,-21.303,45.79,-1.257,-1.091
6590.T,半導体・電子部品,11:00,30,Reversion,190,13.303,52.11,0.785,0.681
6590.T,半導体・電子部品,11:00,50,Trend,164,-4.393,46.34,-0.315,-0.254
6590.T,半導体・電子部品,11:00,50,Reversion,164,-3.607,51.22,-0.259,-0.209
6594.T,機械・重工,09:30,20,Trend,185,-7.107,44.86,-0.699,-0.599
6594.T,機械・重工,09:30,20,Reversion,185,-0.893,51.89,-0.088,-0.075
6594.T,機械・重工,09:30,30,Trend,148,-10.533,43.92,-0.986,-0.756
6594.T,機械・重工,09:30,30,Reversion,148,2.533,53.38,0.237,0.182
6594.T,機械・重工,09:30,50,Trend,89,-9.452,48.31,-0.923,-0.548
6594.T,機械・重工,09:30,50,Reversion,89,1.452,48.31,0.142,0.084
6594.T,機械・重工,10:00,20,Trend,189,6.107,52.38,0.669,0.579
6594.T,機械・重工,10:00,20,Reversion,189,-14.107,44.44,-1.545,-1.338
6594.T,機械・重工,10:00,30,Trend,150,3.687,52.0,0.389,0.3
6594.T,機械・重工,10:00,30,Reversion,150,-11.687,45.33,-1.233,-0.951
6594.T,機械・重工,10:00,50,Trend,86,0.878,53.49,0.082,0.048
6594.T,機械・重工,10:00,50,Reversion,86,-8.878,45.35,-0.826,-0.482
6594.T,機械・重工,11:00,20,Trend,193,-7.909,50.78,-1.068,-0.934
6594.T,機械・重工,11:00,20,Reversion,193,-0.091,48.19,-0.012,-0.011
6594.T,機械・重工,11:00,30,Trend,161,-6.57,52.8,-0.842,-0.673
6594.T,機械・重工,11:00,30,Reversion,161,-1.43,47.2,-0.183,-0.147
6594.T,機械・重工,11:00,50,Trend,104,-2.934,55.77,-0.334,-0.215
6594.T,機械・重工,11:00,50,Reversion,104,-5.066,44.23,-0.578,-0.371
6702.T,電機・精密,09:30,20,Trend,180,-6.497,50.56,-0.915,-0.773
6702.T,電機・精密,09:30,20,Reversion,180,-1.503,45.56,-0.212,-0.179
6702.T,電機・精密,09:30,30,Trend,138,-16.825,46.38,-2.305,-1.706
6702.T,電機・精密,09:30,30,Reversion,138,8.825,48.55,1.209,0.895
6702.T,電機・精密,09:30,50,Trend,80,-23.509,42.5,-3.057,-1.722
6702.T,電機・精密,09:30,50,Reversion,80,15.509,50.0,2.017,1.136
6702.T,電機・精密,10:00,20,Trend,176,-10.841,45.45,-1.999,-1.671
6702.T,電機・精密,10:00,20,Reversion,176,2.841,53.41,0.524,0.438
6702.T,電機・精密,10:00,30,Trend,143,-12.821,43.36,-2.313,-1.742
6702.T,電機・精密,10:00,30,Reversion,143,4.821,55.24,0.87,0.655
6702.T,電機・精密,10:00,50,Trend,94,-9.22,44.68,-1.781,-1.088
6702.T,電機・精密,10:00,50,Reversion,94,1.22,53.19,0.236,0.144
6702.T,電機・精密,11:00,20,Trend,175,-15.845,44.57,-2.824,-2.354
6702.T,電機・精密,11:00,20,Reversion,175,7.845,48.57,1.398,1.165
6702.T,電機・精密,11:00,30,Trend,136,-9.554,47.79,-1.658,-1.218
6702.T,電機・精密,11:00,30,Reversion,136,1.554,44.12,0.27,0.198
6702.T,電機・精密,11:00,50,Trend,85,-25.683,41.18,-4.234,-2.459
6702.T,電機・精密,11:00,50,Reversion,85,17.683,51.76,2.915,1.693
6723.T,半導体・電子部品,09:30,20,Trend,197,-10.329,42.64,-0.891,-0.788
6723.T,半導体・電子部品,09:30,20,Reversion,197,2.329,53.81,0.201,0.178
6723.T,半導体・電子部品,09:30,30,Trend,171,-6.985,43.27,-0.58,-0.478
6723.T,半導体・電子部品,09:30,30,Reversion,171,-1.015,52.63,-0.084,-0.069
6723.T,半導体・電子部品,09:30,50,Trend,116,-14.079,44.83,-1.179,-0.8
6723.T,半導体・電子部品,09:30,50,Reversion,116,6.079,50.86,0.509,0.345
6723.T,半導体・電子部品,10:00,20,Trend,205,-3.897,49.76,-0.391,-0.353
6723.T,半導体・電子部品,10:00,20,Reversion,205,-4.103,48.29,-0.412,-0.372
6723.T,半導体・電子部品,10:00,30,Trend,172,-7.252,50.0,-0.717,-0.592
6723.T,半導体・電子部品,10:00,30,Reversion,172,-0.748,47.67,-0.074,-0.061
6723.T,半導体・電子部品,10:00,50,Trend,117,-20.665,46.15,-1.935,-1.318
6723.T,半導体・電子部品,10:00,50,Reversion,117,12.665,51.28,1.186,0.808
6723.T,半導体・電子部品,11:00,20,Trend,221,-14.967,43.89,-1.693,-1.586
6723.T,半導体・電子部品,11:00,20,Reversion,221,6.967,53.39,0.788,0.738
6723.T,半導体・電子部品,11:00,30,Trend,196,-17.254,43.88,-1.915,-1.689
6723.T,半導体・電子部品,11:00,30,Reversion,196,9.254,54.08,1.027,0.906
6723.T,半導体・電子部品,11:00,50,Trend,150,-22.797,39.33,-2.404,-1.854
6723.T,半導体・電子部品,11:00,50,Reversion,150,14.797,58.67,1.56,1.204
6752.T,電機・精密,09:30,20,Trend,183,-22.863,46.45,-2.215,-1.888
6752.T,電機・精密,09:30,20,Reversion,183,14.863,51.91,1.44,1.227
6752.T,電機・精密,09:30,30,Trend,154,-22.418,48.05,-2.113,-1.652
6752.T,電機・精密,09:30,30,Reversion,154,14.418,50.65,1.359,1.062
6752.T,電機・精密,09:30,50,Trend,94,-23.344,46.81,-2.027,-1.238
6752.T,電機・精密,09:30,50,Reversion,94,15.344,51.06,1.333,0.814
6752.T,電機・精密,10:00,20,Trend,184,0.093,52.72,0.012,0.01
6752.T,電機・精密,10:00,20,Reversion,184,-8.093,43.48,-1.024,-0.875
6752.T,電機・精密,10:00,30,Trend,151,2.389,51.66,0.298,0.23
6752.T,電機・精密,10:00,30,Reversion,151,-10.389,44.37,-1.294,-1.001
6752.T,電機・精密,10:00,50,Trend,97,15.532,55.67,1.814,1.125
6752.T,電機・精密,10:00,50,Reversion,97,-23.532,39.18,-2.748,-1.705
6752.T,電機・精密,11:00,20,Trend,197,5.699,48.73,0.838,0.741
6752.T,電機・精密,11:00,20,Reversion,197,-13.699,47.21,-2.013,-1.78
6752.T,電機・精密,11:00,30,Trend,168,4.069,48.21,0.605,0.494
6752.T,電機・精密,11:00,30,Reversion,168,-12.069,47.62,-1.796,-1.466
6752.T,電機・精密,11:00,50,Trend,109,0.081,48.62,0.011,0.008
6752.T,電機・精密,11:00,50,Reversion,109,-8.081,46.79,-1.145,-0.753
6758.T,電機・精密,09:30,20,Trend,160,-10.867,48.12,-1.366,-1.089
6758.T,電機・精密,09:30,20,Reversion,160,2.867,49.38,0.36,0.287
6758.T,電機・精密,09:30,30,Trend,127,-11.741,49.61,-1.473,-1.045
6758.T,電機・精密,09:30,30,Reversion,127,3.741,48.03,0.469,0.333
6758.T,電機・精密,09:30,50,Trend,68,-26.935,50.0,-3.109,-1.615
6758.T,電機・精密,09:30,50,Reversion,68,18.935,48.53,2.186,1.135
6758.T,電機・精密,10:00,20,Trend,186,-8.587,52.69,-1.106,-0.95
6758.T,電機・精密,10:00,20,Reversion,186,0.587,44.62,0.076,0.065
6758.T,電機・精密,10:00,30,Trend,153,-8.667,52.94,-1.06,-0.826
6758.T,電機・精密,10:00,30,Reversion,153,0.667,45.1,0.082,0.064
6758.T,電機・精密,10:00,50,Trend,112,-11.62,53.57,-1.311,-0.874
6758.T,電機・精密,10:00,50,Reversion,112,3.62,44.64,0.408,0.272
6758.T,電機・精密,11:00,20,Trend,176,-17.278,45.45,-2.448,-2.045
6758.T,電機・精密,11:00,20,Reversion,176,9.278,50.57,1.314,1.098
6758.T,電機・精密,11:00,30,Trend,149,-10.955,47.65,-1.729,-1.329
6758.T,電機・精密,11:00,30,Reversion,149,2.955,48.32,0.466,0.359
6758.T,電機・精密,11:00,50,Trend,99,-16.266,47.47,-2.373,-1.487
6758.T,電機・精密,11:00,50,Reversion,99,8.266,48.48,1.206,0.756
6762.T,電機・精密,09:30,20,Trend,203,17.904,53.69,1.793,1.609
6762.T,電機・精密,09:30,20,Reversion,203,-25.904,44.33,-2.594,-2.328
6762.T,電機・精密,09:30,30,Trend,160,17.942,54.37,1.701,1.355
6762.T,電機・精密,09:30,30,Reversion,160,-25.942,44.38,-2.459,-1.959
6762.T,電機・精密,09:30,50,Trend,105,21.071,55.24,1.816,1.172
6762.T,電機・精密,09:30,50,Reversion,105,-29.071,43.81,-2.505,-1.617
6762.T,電機・精密,10:00,20,Trend,186,10.485,53.76,1.125,0.966
6762.T,電機・精密,10:00,20,Reversion,186,-18.485,44.62,-1.983,-1.704
6762.T,電機・精密,10:00,30,Trend,166,8.843,53.61,0.929,0.754
6762.T,電機・精密,10:00,30,Reversion,166,-16.843,45.18,-1.77,-1.437
6762.T,電機・精密,10:00,50,Trend,117,19.943,55.56,2.002,1.364
6762.T,電機・精密,10:00,50,Reversion,117,-27.943,42.74,-2.805,-1.911
6762.T,電機・精密,11:00,20,Trend,200,4.663,53.0,0.621,0.553
6762.T,電機・精密,11:00,20,Reversion,200,-12.663,43.5,-1.687,-1.503
6762.T,電機・精密,11:00,30,Trend,172,4.407,52.33,0.572,0.473
6762.T,電機・精密,11:00,30,Reversion,172,-12.407,43.6,-1.611,-1.331
6762.T,電機・精密,11:00,50,Trend,120,10.961,54.17,1.34,0.925
6762.T,電機・精密,11:00,50,Reversion,120,-18.961,43.33,-2.319,-1.6
6857.T,半導体・電子部品,09:30,20,Trend,202,-10.161,45.54,-0.787,-0.704
6857.T,半導体・電子部品,09:30,20,Reversion,202,2.161,53.47,0.167,0.15
6857.T,半導体・電子部品,09:30,30,Trend,182,-3.343,46.7,-0.254,-0.216
6857.T,半導体・電子部品,09:30,30,Reversion,182,-4.657,52.2,-0.354,-0.301
6857.T,半導体・電子部品,09:30,50,Trend,119,2.04,47.06,0.15,0.103
6857.T,半導体・電子部品,09:30,50,Reversion,119,-10.04,52.1,-0.736,-0.506
6857.T,半導体・電子部品,10:00,20,Trend,207,-5.864,45.89,-0.517,-0.468
6857.T,半導体・電子部品,10:00,20,Reversion,207,-2.136,50.72,-0.188,-0.17
6857.T,半導体・電子部品,10:00,30,Trend,183,2.822,48.09,0.249,0.212
6857.T,半導体・電子部品,10:00,30,Reversion,183,-10.822,48.63,-0.953,-0.812
6857.T,半導体・電子部品,10:00,50,Trend,134,0.213,51.49,0.019,0.014
6857.T,半導体・電子部品,10:00,50,Reversion,134,-8.213,44.78,-0.727,-0.53
6857.T,半導体・電子部品,11:00,20,Trend,216,-7.676,47.69,-0.792,-0.733
6857.T,半導体・電子部品,11:00,20,Reversion,216,-0.324,50.0,-0.033,-0.031
6857.T,半導体・電子部品,11:00,30,Trend,189,-3.724,48.15,-0.372,-0.322
6857.T,半導体・電子部品,11:00,30,Reversion,189,-4.276,49.74,-0.427,-0.37
6857.T,半導体・電子部品,11:00,50,Trend,145,-9.109,47.59,-0.882,-0.669
6857.T,半導体・電子部品,11:00,50,Reversion,145,1.109,50.34,0.107,0.081
6861.T,電機・精密,09:30,20,Trend,167,13.039,52.69,1.777,1.447
6861.T,電機・精密,09:30,20,Reversion,167,-21.039,44.91,-2.867,-2.334
6861.T,電機・精密,09:30,30,Trend,120,9.199,53.33,1.183,0.816
6861.T,電機・精密,09:30,30,Reversion,120,-17.199,44.17,-2.211,-1.526
6861.T,電機・精密,09:30,50,Trend,66,2.452,50.0,0.275,0.14
6861.T,電機・精密,09:30,50,Reversion,66,-10.452,46.97,-1.17,-0.599
6861.T,電機・精密,10:00,20,Trend,167,1.496,54.49,0.256,0.208
6861.T,電機・精密,10:00,20,Reversion,167,-9.496,40.72,-1.624,-1.322
6861.T,電機・精密,10:00,30,Trend,141,-1.196,53.19,-0.2,-0.15
6861.T,電機・精密,10:00,30,Reversion,141,-6.804,41.84,-1.138,-0.851
6861.T,電機・精密,10:00,50,Trend,77,2.28,54.55,0.352,0.194
6861.T,電機・精密,10:00,50,Reversion,77,-10.28,42.86,-1.586,-0.877
6861.T,電機・精密,11:00,20,Trend,168,2.198,52.98,0.443,0.362
6861.T,電機・精密,11:00,20,Reversion,168,-10.198,42.86,-2.057,-1.68
6861.T,電機・精密,11:00,30,Trend,134,3.08,54.48,0.644,0.469
6861.T,電機・精密,11:00,30,Reversion,134,-11.08,41.04,-2.316,-1.689
6861.T,電機・精密,11:00,50,Trend,81,3.585,55.56,0.665,0.377
6861.T,電機・精密,11:00,50,Reversion,81,-11.585,39.51,-2.15,-1.219
6902.T,電機・精密,09:30,20,Trend,143,-11.481,42.66,-1.384,-1.043
6902.T,電機・精密,09:30,20,Reversion,143,3.481,53.85,0.42,0.316
6902.T,電機・精密,09:30,30,Trend,93,-17.686,39.78,-1.959,-1.19
6902.T,電機・精密,09:30,30,Reversion,93,9.686,60.22,1.073,0.652
6902.T,電機・精密,09:30,50,Trend,46,-12.442,39.13,-1.536,-0.656
6902.T,電機・精密,09:30,50,Reversion,46,4.442,60.87,0.548,0.234
6902.T,電機・精密,10:00,20,Trend,160,-6.953,50.0,-1.195,-0.952
6902.T,電機・精密,10:00,20,Reversion,160,-1.047,47.5,-0.18,-0.143
6902.T,電機・精密,10:00,30,Trend,114,-12.492,43.86,-2.096,-1.41
6902.T,電機・精密,10:00,30,Reversion,114,4.492,53.51,0.754,0.507
6902.T,電機・精密,10:00,50,Trend,54,-9.737,40.74,-1.52,-0.703
6902.T,電機・精密,10:00,50,Reversion,54,1.737,55.56,0.271,0.126
6902.T,電機・精密,11:00,20,Trend,153,7.735,50.33,1.309,1.02
6902.T,電機・精密,11:00,20,Reversion,153,-15.735,45.75,-2.663,-2.075
6902.T,電機・精密,11:00,30,Trend,113,3.992,47.79,0.629,0.421
6902.T,電機・精密,11:00,30,Reversion,113,-11.992,47.79,-1.89,-1.266
6902.T,電機・精密,11:00,50,Trend,66,6.378,51.52,0.819,0.419
6902.T,電機・精密,11:00,50,Reversion,66,-14.378,46.97,-1.846,-0.945
6920.T,半導体・電子部品,09:30,20,Trend,205,9.601,52.68,0.708,0.639
6920.T,半導体・電子部品,09:30,20,Reversion,205,-17.601,44.88,-1.298,-1.171
6920.T,半導体・電子部品,09:30,30,Trend,182,5.167,52.2,0.392,0.333
6920.T,半導体・電子部品,09:30,30,Reversion,182,-13.167,45.6,-0.999,-0.849
6920.T,半導体・電子部品,09:30,50,Trend,126,7.269,50.79,0.532,0.376
6920.T,半導体・電子部品,09:30,50,Reversion,126,-15.269,46.83,-1.118,-0.791
6920.T,半導体・電子部品,10:00,20,Trend,209,3.198,52.15,0.26,0.237
6920.T,半導体・電子部品,10:00,20,Reversion,209,-11.198,46.41,-0.912,-0.831
6920.T,半導体・電子部品,10:00,30,Trend,180,-3.532,50.56,-0.284,-0.24
6920.T,半導体・電子部品,10:00,30,Reversion,180,-4.468,48.33,-0.36,-0.304
6920.T,半導体・電子部品,10:00,50,Trend,132,-15.038,49.24,-1.201,-0.869
6920.T,半導体・電子部品,10:00,50,Reversion,132,7.038,49.24,0.562,0.407
6920.T,半導体・電子部品,11:00,20,Trend,214,-4.05,49.07,-0.381,-0.351
6920.T,半導体・電子部品,11:00,20,Reversion,214,-3.95,47.66,-0.371,-0.342
6920.T,半導体・電子部品,11:00,30,Trend,190,-5.003,47.37,-0.475,-0.413
6920.T,半導体・電子部品,11:00,30,Reversion,190,-2.997,49.47,-0.285,-0.247
6920.T,半導体・電子部品,11:00,50,Trend,138,-7.753,48.55,-0.712,-0.527
6920.T,半導体・電子部品,11:00,50,Reversion,138,-0.247,49.28,-0.023,-0.017
6954.T,電機・精密,09:30,20,Trend,193,11.904,48.19,1.31,1.146
6954.T,電機・精密,09:30,20,Reversion,193,-19.904,49.74,-2.19,-1.916
6954.T,電機・精密,09:30,30,Trend,162,10.436,46.3,1.098,0.88
6954.T,電機・精密,09:30,30,Reversion,162,-18.436,51.85,-1.939,-1.555
6954.T,電機・精密,09:30,50,Trend,109,10.18,44.95,1.013,0.666
6954.T,電機・精密,09:30,50,Reversion,109,-18.18,52.29,-1.808,-1.189
6954.T,電機・精密,10:00,20,Trend,197,2.847,44.16,0.339,0.3
6954.T,電機・精密,10:00,20,Reversion,197,-10.847,52.79,-1.291,-1.142
6954.T,電機・精密,10:00,30,Trend,176,1.933,42.61,0.225,0.188
6954.T,電機・精密,10:00,30,Reversion,176,-9.933,53.98,-1.154,-0.965
6954.T,電機・精密,10:00,50,Trend,119,-2.645,40.34,-0.279,-0.192
6954.T,電機・精密,10:00,50,Reversion,119,-5.355,55.46,-0.565,-0.388
6954.T,電機・精密,11:00,20,Trend,197,-8.778,41.62,-1.236,-1.093
